product_id,name,brand_id,brand_name,seller_id,seller_name,category,primary_category,price,original_price,discount_rate,rating,review_count,sold_count,origin,is_imported,is_authentic,is_official_store,tiki_verified,has_authentic_badge,availability
271424861,RW10 (ĐỎ CAM) - NHUỘM THẢO DƯỢC MÀU THỜI TRANG BOSNIC 150ML,633863.0,BOSNIC,100760,Linh Giang Cosmetic,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,189000,189000,0,0.0,0,0,Hàn Quốc,True,1,False,1,True,1
271424593,GY5.03 (NÂU TRẦM) - NHUỘM THẢO DƯỢC MÀU THỜI TRANG BOSNIC 150ML,633863.0,BOSNIC,100760,Linh Giang Cosmetic,Thuốc nhuộm tóc,Thuốc nhuộm tóc,189000,189000,0,0.0,0,1,Hàn Quốc,True,1,False,1,True,1
271423454,N5 (NÂU ĐEN TỰ NHIÊN) - NHUỘM THẢO DƯỢC MÀU THỜI TRANG BOSNIC 150ML,633863.0,BOSNIC,100760,Linh Giang Cosmetic,Thuốc nhuộm tóc,Thuốc nhuộm tóc,189000,189000,0,0.0,0,0,Hàn Quốc,True,1,False,1,True,1
271390777,A10 (KHÓI ÁNH XANH) - NHUỘM THẢO DƯỢC MÀU THỜI TRANG BOSNIC 150ML,633863.0,BOSNIC,100760,Linh Giang Cosmetic,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,189000,189000,0,0.0,0,0,Hàn Quốc,True,1,False,1,True,1
271390246,G-9.44 (NÂU ĐỎ SÁNG) - NHUỘM THẢO DƯỢC MÀU THỜI TRANG BOSNIC 150ML,633863.0,BOSNIC,100760,Linh Giang Cosmetic,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,189000,189000,0,0.0,0,1,Hàn Quốc,True,1,False,1,True,1
271360761,Kem Nhuộm Phủ Bạc 5 Phút BOSNIC 500ML,633863.0,BOSNIC,100760,Linh Giang Cosmetic,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,743000,743000,0,5.0,1,2,Hàn Quốc,True,1,False,1,True,1
271360592,Kem Nhuộm Phủ Bạc Bento Shine BOSNIC 500ML,633863.0,BOSNIC,100760,Linh Giang Cosmetic,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,773000,773000,0,0.0,0,0,Hàn Quốc,True,1,False,1,True,1
249086464,Gội Là Đen Nâu Lucky Star Cao Cấp 25ml,447239.0,Lucky Star,193621,MEDiCARE Official Store,Thuốc nhuộm tóc,Nhuộm tóc tạm thời,22000,22000,0,0.0,0,0,Việt Nam,False,1,False,1,True,1
206675659,Kem nhuộm tóc Salon de Pro  MCa7,295609.0,Salon de Pro,310756,SALON de PRO Official Store,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,175000,175000,0,4.5,4,67,Nhật Bản,True,1,False,1,True,1
203462500,Kem nhuộm tóc Salon de Pro 7,295609.0,Salon de Pro,310756,SALON de PRO Official Store,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,175000,175000,0,5.0,2,16,Nhật Bản,True,1,False,1,True,1
202863057,Kem nhuộm tóc Salon de Pro MCa5-Màu nâu tự nhiên,295609.0,Salon de Pro,310756,SALON de PRO Official Store,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,175000,175000,0,0.0,0,21,Nhật Bản,True,1,False,1,True,1
202804667,Kem nhuộm tóc Salon de Pro 6 - Màu nâu đen,295609.0,Salon de Pro,310756,SALON de PRO Official Store,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,175000,175000,0,0.0,0,17,Nhật Bản,True,1,False,1,True,1
202804536,Kem nhuộm tóc Salon de Pro 5K - Màu nâu hạt dẻ tự nhiên,295609.0,Salon de Pro,310756,SALON de PRO Official Store,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,175000,175000,0,0.0,0,12,Nhật Bản,True,1,False,1,True,1
202803365,Kem nhuộm tóc Salon de Pro 4 - Màu nâu nhạt,295609.0,Salon de Pro,310756,SALON de PRO Official Store,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,175000,175000,0,4.8,4,38,Nhật Bản,True,1,False,1,True,1
